webseite,adresse,email,name,telefonnummer
http://www.itserviceadam.de,Flitschberg 16 76855 Annweiler,webkontakt@itserviceadam.de,IT-Service Adam e.K.,(06346) 300849
http://www.zuckermandel.de,Dombachstr. 131 91522 Ansbach,martin@zuckermandel.de,Zuckermandel - Lösungen,(0981) 9777438
https://www.modern-eyes.de,Robert-Koch-Str. 100 91522 Ansbach (Hennenbach),info@modern-eyes.de,Modern Eyes,(0981) 2072249
http://bits-systemhaus.de,Bahnhofstr. 2 91522 Ansbach,info@bits-systemhaus.de,BITS Systemhaus - Heilsbronn,(0981) 97768920
https://lisa32.de,Platenstr. 11 91522 Ansbach,w.mahli@lisa-mvp.de,WM Lisa Software,(0981) 14070
http://www.afi-akademie.de,Am Mühlbach 2 A 91522 Ansbach,afi.ansbach@t-online.de,AFI Private Akademie für Informatik GmbH,(0981) 13288
undefined,Feuchtlachfeld 21 91522 Ansbach (Höfstetten),info@sei-com.de,EDV-Dienstleistungen,(0981) 97789191
http://lummer-edv.de,Ritter-von-Eyb-Str. 11 A 91522 Ansbach (Eyb),info@lummer-edv.de,Ulrich Lummer EDV-Service,(0981) 7286
https://www.surfan-edv.de,Technologiepark 3 91522 Ansbach,info@surfan-edv.de,surfAN EDV GmbH EDV-Dienstleister,(0981) 9721990
https://friendstime.de/,Eyber Str. 41 91522 Ansbach (Eyb),info@friendstime.de,Friendstime,(0170) 6587586
undefined,Zornedinger Str. 16 85646 Anzing,info@floritec-edv.de,Florian Schneider FloriTec EDV Service und Beratung,(08121) 2507133
https://www.kataplonk.de,Industriestr. 16 26689 Apen (Augustfehn I),info@kataplonk.de,"kataplonk de Datentechnik, Renke Müller",(04489) 407440
undefined,Traubenstr. 35 26689 Apen (Aperberg),info@elektronikweber.de,Elektronik Weber,(04489) 409994
http://16a.de,Nordloher Str. 16 A 26689 Apen (Godensholt),info@flagranto.de,EDV-Service Logemann,(04409) 8395
http://www.manamix.de,An den Wiesen 19 26689 Apen (Augustfehn II),mail@manamix.de,Tim Jonen manamix,(04489) 308806
https://www.kataplonk.de,Industriestr. 18 26689 Apen (Augustfehn I),info@kataplonk.de,kataplonk.de - Datentechnik EDV & IT-Dienstleistung,(04489) 94103-0
https://www.csb-software.de,Hauptstr. 479 26689 Apen (Augustfehn I),info@csb-software.de,CSB Computer Software,(04489) 9277-77
http://autoteile50.de,Industriestr. 16 26689 Apen (Augustfehn I),info@juk-augustfehn.de,J. & K. Janßen & Klinkebiel GmbH Autoteile,(04489) 4074-0
https://pc-service-andy.de,Rittleben 16 38486 Apenburg-Winterfeld (Rittleben),andypakebusch@googlemail.com,Andy Pakebusch Computertechniker Susan,(039001) 707
http://www.it-pos.online,Raiffeisenstr. 8 86974 Apfeldorf,hamacher@it-pos.de,It - Pos Hamacher-Zahlungssysteme,(08869) 9102-11
http://www.alphacron.de/,Wandersleber Str. 1 A 99192 Apfelstädt (Apfelstädt),contact@alphacron.de,AlphaCron Datensysteme,(036202) 759994
http://mev-cs.de,Gartenstr. 4 87742 Apfeltrach (Köngetried),info@mev-cs.de,MEV - Mayer Computersysteme,(08269) 90013
http://www.pc-reparaturservice.de,Jakobstr. 10 99510 Apolda,andre.schindler@onlinehome.de,PC-Reparaturservice Computer,(03644) 555373
http://bit-apolda.de,Untere Siedlung 127 e 99510 Apolda (Utenbach),info@bit-apolda.de,bit-Apolda,(03644) 8462877
https://www.ocs-apolda.de,Johannisgasse 4 99510 Apolda,info@ocs-apolda.de,"Computer-Service ""OnLIne"" Inh. Dipl. - Ing. Oliver Walther",(03644) 554934
https://www.pg-consulting.org,Oldendorf 16 21279 Appel (Oldendorf),info@pg-consulting.org,PG Consulting Unternehmens- und DV-Organisations- beratung GmbH,(04165) 217587
https://alphadat.com,Frankenweg 58 77767 Appenweier,team@alphadat.de,Alphadat EDV-Service GmbH,(07805) 5000
https://www.ingate.com,Sägenweiher 7 88260 Argenbühl (Göttlishofen),support@ictinformatik.de,ICT Informatik GmbH,(07566) 1545
http://www.bischoff-armstorf.de/,"Am Walde 6 21769 Armstorf, Niederelbe",elektro@bischoff-armstorf.de,Ralf Bischoff Elektro und Datentechnik,(04773) 8067
https://www.edv-service-waschke.de,Staffelder Str. 7 A 39596 Arneburg,info@edv-service-waschke.de,"EDV-Service, Bernd Waschke",(039321) 68928
https://rhs-computer.de,Kantstr. 18 59755 Arnsberg (Neheim),info@rhs-computer.de,Detlef Ranke Computer,(02932) 92035
http://www.online2k.de,Marktstr. 40 59759 Arnsberg (Hüsten),info@online2k.de,Online2k Network Solutions Computershop,(02932) 895394
http://www.kuba-edv.de,Am Neheimer Kopf 71 59755 Arnsberg (Neheim),mail@kuba-edv.de,Kuba EDV,(02932) 29005
undefined,Auf dem Freiken 12 59823 Arnsberg (Oeventrop),tr.edv@t-online.de,Thomas Roth EDV-Systeme,(02937) 9689066
http://neugebauer.it,Möhnestr. 55 59755 Arnsberg (Neheim),info@neugebauer.it,Neugebauer IT,(02932) 90061-23
http://www.leviste.net/_index.html,Am Sonnenufer 15 59755 Arnsberg (Neheim),info@leviste.net,LEVISTENET - IT Systems,(0151) 18382752
https://www.hsk-pc.de,Bahnhofstr. 123 59759 Arnsberg (Hüsten),julian.bukoitz@hsk-pc.de,EDV Bukoitz,(02932) 4943330
https://sonntag-datentechnik.de,Zu den Ohlwiesen 11 59755 Arnsberg (Neheim),info@sonntag-datentechnik.de,Sonntag Datentechnik GmbH,(02932) 53460
http://www.millerhilft.de,Möhnestr. 82 59755 Arnsberg (Neheim),info@millerhilft.de,IT Service Artur Miller,(0176) 57767057
http://www.gpcomputerservice.de,59821 Arnsberg,gordon@gpcomputerservice.de,GP Computerservice,(02931) 5329278
http://www.comhell.de,Zur Friedrichshöhe 15 59823 Arnsberg (Niedereimer),service@comhell.de,Computer Service Hellmuth,(02931) 896132
http://www.netwitch.de,Kellerweg 6 93473 Arnschwang,info@netwitch.de,Joel Sabouret EDV-Dienstleistungen,(09977) 9030256
http://www.cdscbit.de,Rosenstr. 33 99310 Arnstadt,info@cdscbit.de,Computer und Dental Service Computerberatung in Thüringen GmbH Thomas Eidam Computerservice,(03628) 600833
https://www.pc-spezialisten.de,99310 Arnstadt,service@pc-spezialisten.de,Computer Service Center,(03628) 600838
undefined,Plauesche Str. 15 A 99310 Arnstadt,info@it-praxxis.de,it-praxxis EDV-Dienstleistungen,(03628) 9284928
http://www.pc-notdienst-arnstadt.de,Rudolstädter Str. 47 99310 Arnstadt,pc-it-and-more@arcor.de,"PC - IT & MORE, Inh. Ralf Nilewski",(03628) 536958
https://www.schubertmedia.de,Dr.-Robert-Koch-Str. 12 99310 Arnstadt,info@schubertmedia.de,SchubertMedia EDV-Programmierer,(03628) 5949657
https://thelaner.com,Hohe Bleiche 2 A 99310 Arnstadt,info@thelaner.com,Heiko Thelaner EDV-Beratung,(03628) 587851
https://www.osburg.it,Kasseler Str. 4 99310 Arnstadt,willkommen@osburg-systems.de,Osburg Systems GmbH,(03628) 585590
http://www.groessmann.com/kontakt/,Eulenbergstr. 18 a 97450 Arnstein (Reuchelheim),info@groessmann.com,groessmann.com Oliver Groessmann,(09363) 9959811
https://gmeiner-it.com/impressum.html,Marktstr. 57 97450 Arnstein,info@gmeiner-it.com,Gmeiner + Hartmann KG Informationstechnologie,(09363) 99035
http://www.baunk24.de/,Holzham 21 B 94424 Arnstorf (Holzham),info@baunk24.de,Waldherr Marco Baunk24 - Kommunikation EDV-Dienstleister,(08723) 978695
http://www.soft-services.de,94424 Arnstorf,rbellmann@soft-services.de,Roland Bellmann EDV,Telefonnummer hinzufügen
http://www.vsat-sat.com,Zum Wastlhof 5 93474 Arrach,info@vsat-sat.com,VSAT-Gruppe,(09943) 905204
https://www.sg-it-service.de,Magdalenenstr. 11 06556 Artern,info@sg-it-service.com,SG.IT.S,(0178) 6372229
http://edv-pfeiffer.de,Morgensternstr. 3 95659 Arzberg (Röthenbach),info@edv-pfeiffer.de,Edmund Pfeiffer EDV-Service,(09233) 805401
http://www.edv-pfeiffer.de,Morgensternstr. 3 95659 Arzberg (Röthenbach),info@edv-pfeiffer.de,Edmund Pfeiffer Computerservice,(01523) 3733980
http://www.microchief.de,Keltenring 6 86663 Asbach-Bäumenheim,microchief@gmx.de,MicroChief Vertriebs GmbH,(0906) 40212571
http://www.rzk.de,Bitzenstr. 11 53567 Asbach,franz@rzk.com,Franz Köpke Doris,(02683) 949013
http://edv-faak.de,Honnefer Str. 16 53567 Asbach,info@edv-faak.de,Erhard Faak Edv-Dienstleistungen,(02683) 949131
https://www.plainwebsite.de,Schweinheimer Str. 16 63739 Aschaffenburg (Innenstadt),info@plainwebsite.de,EDV Service & Webdesign Bernd Koven,(06021) 94177
https://te-serviceline.de,Leiderer Stadtweg 71 63741 Aschaffenburg (Leider),mail@te-serviceline.de,TE Serviceline GmbH,(06021) 441785
https://www.reikem.de,Wailandtstr. 18 63741 Aschaffenburg (Nilkheim),info@reikem.de,Reikem GbR Markus Reis Markus Kemper,(06021) 4229890
https://www.complex-it.de,Mühlstr. 94 A 63741 Aschaffenburg (Damm),info@complex-it.de,Complex GmbH & Co. KG,(06021) 44396-0
http://www.apple-teacher.de,Ludwigsallee 13 63739 Aschaffenburg (Innenstadt),stefan@apple-teacher.de,Stefan Oberle IT-Solutions,(06021) 3738984
https://www.softfair.net,Würzburger Str. 155 63743 Aschaffenburg (Innenstadt),softfair@softfair.net,Softfair Gesellschaft für Datenverarbeitung mbH,(06021) 59491-0
undefined,Aschaffstr. 32 63741 Aschaffenburg (Damm),info@d-itconsult.de,D.IT-Consulting Andreas Dujardin,(06021) 4390442
https://www.edv-drucksysteme.eu,Geschwister-Scholl-Platz 5 63741 Aschaffenburg (Nilkheim),info@edv-drucksysteme.de,EDV-Drucksysteme Stefan Rother e.K.,(06021) 4510970
http://www.printsupplies.de,Feldchenstr. 94 63743 Aschaffenburg (Schweinheim),mail@printsupplies.de,Sven Väth EDV-Zubehör,(06021) 45701-0
https://gleich-gmbh.com,Daimlerstr. 16 63741 Aschaffenburg (Strietwald),info@gleich-gmbh.com,Gleich IT Service GmbH,(06021) 4166085
http://www.iss-informationstechnik.de,Darmstädter Str. 125 63741 Aschaffenburg (Leider),info@iss-informationstechnik.de,IS + S Informationstechnik GmbH,(06027) 20840
https://www.bauer-grafik.com,Merlostr. 10 63741 Aschaffenburg (Damm),postmaster@lupesa.de,Peter Bauer EDV/Partner,(0171) 4777039
http://www.fmscomputer.de,Hanauer Str. 66 63739 Aschaffenburg (Innenstadt),info@fmscomputer.de,FMS-Computer GmbH,(06021) 3133-0
https://www.futuremedia-computer.de,Am Springergarten 15 63743 Aschaffenburg (Obernau),info@futuremedia-computer.de,Future Media Computer - Michael Herold,(06028) 400255
http://www.cnwa.de,Leiderer Stadtweg 67 63741 Aschaffenburg (Leider),info@cnwa.de,CNWA Krebs GmbH EDV / IT,(06021) 89787
https://carrano-it.de,Pfeiferstr. 7 63741 Aschaffenburg (Damm),info@carrano-it.de,CARRANO IT-Consulting IT-Consulting,(06021) 451099-0
undefined,Schweinheimer Str. 82 63743 Aschaffenburg (Schweinheim),edv-mobile@t-online.de,Ekkehard Strunk EDV-Dozent,(06021) 96812
http://www.z-edv.eu,Stengertsweg 13 63743 Aschaffenburg (Gailbach),info@z-edv.eu,Zernetsch Volker z-EDV.eu - Dienstleistungen,(0700) 03006000  ∵
https://www.msu.biz,Weichertstr. 20 63741 Aschaffenburg (Damm),info@msu.biz,MSU GmbH,(06021) 396-471
https://www.ep-mediastore-ab.de,Würzburger Str. 188 63743 Aschaffenburg (Innenstadt),info@ep-mediastore-ab.de,PC-Spez. Systempartner Comp.-Vertriebs GmbH,(06021) 31095-0
https://www.myscs.com,Wermbachstr. 50 63739 Aschaffenburg (Innenstadt),info@myscs.com,SCS SOFTWARE COMPUTER SOLUTIONS GMBH,(06021) 42943-0
http://pass-age.de,Schwalbenrainweg 24 63741 Aschaffenburg (Damm),marketing@pass-consulting.com,"PASS, IT-Consulting Dipl.- Inf. Gerhard Rienecker",(06021) 3881-0
https://friedrich-it.org,Fabrikstr. 25 63739 Aschaffenburg (Innenstadt),info@friedrich-it.org,Dirk Friedrich IT Beratung & Administration,(06028) 3079477
undefined,Allerheiligenstr. 7 63743 Aschaffenburg (Schweinheim),kunkel.it@icloud.com,Kunkel IT Consulting Informationstechnologieberatung,(06021) 8626270
undefined,84544 Aschau am Inn,info@alc-group.de,Lüdtke Computerdienstleistung,(08638) 881306
http://www.itdra.de,Grenzhub 4 A 83229 Aschau (Grenzhub),draegert@itdra.de,ITDRA Computerdienstleistung,(08057) 275317
https://penthin.de,Höhenberg 19 83229 Aschau (Höhenberg),info@penthin.de,PENTHIN - IT Services & Solutions,(08052) 957395
undefined,"Fuchsberg 3 A 24326 Ascheberg, Holstein",csa.computer@t-online.de,C S A Computer Systeme Ascheberg,(0172) 5470392
https://mg-herbst.eu/index.php,Merschstr. 9 59387 Ascheberg (Herbern),vertrieb@mg-herbst.de,Maik Vogelsang,(02599) 911-0
http://www.haeckel-it.de,Von-Büren-Str. 22 a 59387 Ascheberg (Davensberg),info@haeckel-it.de,Häckel IT – EDV Service Stefan Häckel,(01511) 4260238
http://www.adte.de,Edith-Stein-Str. 39 59387 Ascheberg (Herbern),service@adte.de,adte Inh. Kroll Christian,(02599) 740952
https://fuchs-data.de,Haselburger Damm 4 59387 Ascheberg,info@fuchs-data.de,Fuchs Datentechnik Datentechnik,(02593) 9515-0
http://www.pharmsoft.de,An der Hansalinie 48 - 50 59387 Ascheberg,info@pharmsoft.de,PHARM-SOFT,(02593) 919-290
https://www.sredv.de,Lüdinghauser Str. 23 59387 Ascheberg,info@sredv.de,Reppien EDV GmbH,(02593) 982250
http://www.computerservice-heinrich.com,Querweg 7 26871 Aschendorf (Aschendorf),info@computerservice-heinrich.com,Günter Heinrich Computerservice,(0173) 5669550
http://www.computerglettner.de,Über den Steinen 37 06449 Aschersleben,glettner@t-online.de,Computerservice Glettner,(03473) 911762
http://www.computer-robra.de,Finkenlust 8 06449 Aschersleben,caskrobra@web.de,Cornelia Robra - Organisation am PC,(03473) 811730
undefined,Baumgartenstr. 31 06449 Aschersleben,info@tcs-asl.de,Ingo Thieme TCS Computerservice,(03473) 222006
http://3com.com,Max-Planck-Str. 3 85609 Aschheim (Dornach),info@3com.com,3 Com GmbH,(089) 25000-0
http://mpdv.com,Karl-Hammerschmidt-Str. 32 85609 Aschheim (Dornach),info@mpdv.com,MPDV Mikrolab GmbH,(089) 909996-0
http://www.acd-service.net,Sternstr. 20 85609 Aschheim,info@acd-service.net,ACD-Service,(089) 94006970
http://www.mindpoint.de,Platanenweg 16 85609 Aschheim,contact@mindpoint.de,mindpoint business solutions Ltd. & Co. KG,(089) 99149625
http://circulatrix.de,Brunnenweg 16 85609 Aschheim (Dornach),info@circulatrix.de,Circulatrix,(089) 20332901
https://www.azh.de,Einsteinring 41 - 43 85609 Aschheim (Dornach),pflege@azh.de,azh Abrechnungs- u. IT-Dienstleistungszentrum für Heilberufe GmbH Abrechnungsdienst,(089) 92108-0
http://www.vector.de,Otto-Hahn-Str. 20 85609 Aschheim (Dornach),sales@jp.vector.com,Vector Informatik GmbH,(089) 287298-0
https://www.pantera-com.de,Einsteinring 28 85609 Aschheim (Dornach),info@pantera-com.de,Pantera Communications,Telefonnummer hinzufügen
https://www.f-i-ts.de,Einsteinring 17 85609 Aschheim (Dornach),info@f-i-ts.de,Finanz Informatik Technologie Service GmbH & Co. KG,(089) 94511-0
http://www.aepmedia.de,Carl-Orff-Str. 19 85609 Aschheim (Dornach),info@aepmedia.de,AEP Media,(089) 94385070
https://www.neume1er.de,Karolingerstr. 2 85609 Aschheim,alfred@neume1er.de,"Neumeier, A. Neume1er EDV-Service",(089) 90776748
http://www.etkn.de,Karl-Hammerschmidt-Str. 38 85609 Aschheim (Dornach),info@etkn.de,ETK networks solutions GmbH,(089) 90936-0
http://p-und-z.de,Einsteinring 41 85609 Aschheim (Dornach),info@p-und-z.de,Ploetz + Zeller GmbH,(089) 890635-0
https://vexxus.de,Saturnstr. 2 85609 Aschheim,info@vexxus.de,Vexxus Gesellschaft für Consulting & Service MBH Unternehmensberatung,(089) 89044010
https://www.digi-picture.de,Heisenbergbogen 2 85609 Aschheim (Dornach),info@digi-picture.de,Digital Picture Repro & Medienservice GmbH,(089) 901089-0
undefined,"Im Heidewinkel 71 21271 Asendorf, Nordheide",pfeil.andreas@t-online.de,Andreas Pfeil - New Business Development Solutions,(04183) 778380
http://www.castle-battle.com,Silcherstr. 9 71679 Asperg,rexlander@castle-battle.com,Sascha Rexin IT-Service,(07141) 260299
http://www.intellixx.com,Südliche Alleenstr. 4 71679 Asperg,info@intellixx.de,intellixx GmbH,(07141) 2421116
http://www.bickert.info,Bahnhofstr. 15 71679 Asperg,service@bickert.info,Bickert IT Service,(07141) 3876489
https://www.bihrle.de,Tiefer Weg 5 89176 Asselfingen,info@bihrle.de,Volker u. Natascha Bihrle,(07345) 208580
https://ifa-service.de,Ringstr. 15 35614 Aßlar,info@ifa-service.de,IFA IT-Service GmbH,(06441) 2101010
https://www.wacker-it.de,Heidenstr. 30 57439 Attendorn (Dünschede),info@wacker-it.de,wacker IT SOLUTIONS,(02721) 7165240
https://mo-websolutions.de,Niederste Str. 13 57439 Attendorn,info@internet-scheich.de,MO Websolutions,(0160) 3168097
http://www.ruv.de,Niederste Str. 22 57439 Attendorn,info@voba-bigge-lenne.de,Volksbank Bigge Lenne eG 2.OG EDV Raum,(02722) 698-0
http://www.edv-service-kaiser.com,Häldele 12 88448 Attenweiler (Oggelsbeuren),info@kaiser-edv.com,EDV Service Kaiser GmbH IT-Service,(07357) 92991-0
http://www.unglaube.de,Obere Hauptstr. 42 A 84072 Au,kontakt@unglaube.de,Unglaube Identech GmbH,(08752) 86917-0
http://www.tom4you.de,Kirchstr. 1 08280 Aue,info@tom4you.de,CCF coach · consulting Floß,(03771) 497242
https://www.biesoft.de,Zschorlauer Str. 35 A 08280 Aue,vertrieb@edrb.de,Ralf Bieber EDV-Dienstleistungen,(03771) 20276
http://apathun.de,Zschorlauer Str. 112 08280 Aue,info@apathun.de,Apa Thun IT-Lösungen Kerstin Solbrig,(03771) 259646
http://www.amitec.de,Schneeberger Str. 5 08280 Aue,mail@it-schroedter.de,Informationstechnik Schrödter GmbH,(03771) 59829-0
https://widmer-it.de,Rainweg 5 71549 Auenwald (Lippoldsweiler),info@widmer-it.de,Widmer IT GmbH,(07191) 905816
undefined,Zogenreuth 3 91275 Auerbach in der Oberpfalz (Zogenreuth),dobmeier.dienstleistung@gmx.de,Dobmeier Dienstleistung,(09643) 2065885
http://www.tönerbude.de,Flembachgrund 9 91275 Auerbach in der Oberpfalz (Michelfeld),info@tönerbude.de,Karlheinz und Gabi Bauer,(09643) 205524
https://www.edv-help.de,"Hengersberger Str. 20 94530 Auerbach, Niederbayern (Loh)",gg@edv-help.de,"EDV-Help-Computer und mehr Inh. Gerhard Graßl, Computerservice",(09901) 1084
https://www.codavision.de,Alte Rodewischer Str. 20 08209 Auerbach,info@codavision.de,Swen Friedrich Computerservice,(03744) 2249653
http://rpcsysteme.de,Albert-Schweitzer-Str. 48 08209 Auerbach,info@rpcsysteme.de,Roselius Computerdienstleistung,(03744) 3659383
https://telesystem.de,Sonnleite 5 91347 Aufseß,info@tekasys.de,Steeger EDV,(09198) 99971
http://mysynaps.de,Ochsengasse 12 79424 Auggen,info@mysynaps.de,Synaps-Informationstechnik GmbH,(07631) 10775
https://www.hc-edv.de,Neuburger Str. 27 86167 Augsburg (Lechhausen),service@hc-edv.de,HC EDV-Service GmbH,(0821) 7291256
https://www.dokument.com,Kurzes Geländ 6 86156 Augsburg (Kriegshaber),info@dokument.com,CCC City Computer Contor GmbH,(0821) 25787-0
https://www.softwhere-it.com,Aindlinger Str. 7 86167 Augsburg (Lechhausen),info@softwhere-it.com,Softwhere-IT Gbr. Business Computer Consulting,(0821) 7479670
http://www.edv-doc-chris.de,Burgunderstr. 5 86179 Augsburg (Haunstetten),info@edv-doc-chris.de,Christian Weinhold,(0821) 80894849
https://www.datac-gmbh.de,Max-von-Laue-Str. 9 86156 Augsburg (Kriegshaber),kontakt@datac-gmbh.de,datac Kommunikationssysteme GmbH,(0821) 42090-0
undefined,Agnes-Bernauer-Str. 52 86159 Augsburg (Antonsviertel),contact@schwab-it.eu,Schwab IT,(0821) 4083660
http://www.craftsweb.net,Stätzlinger Str. 79 86165 Augsburg (Lechhausen),info@craftsweb.net,Craftsweb Ralf Spieckermann,(0821) 57088010
https://www.neonpastell.de,Rehmstr. 4 86161 Augsburg (Innenstadt),info@neonpastell.de,Neonpastell Labor für Gestaltung,(0821) 8075394
https://markus-wangler.de,Klinkerberg 36 86152 Augsburg (Innenstadt),info@markus-wangler.de,Wangler Markus,(0821) 5087073
http://www.diepcexperten.de,Ludwig-Ottler-Str. 13 B 86199 Augsburg (Inningen),info@diepcexperten.de,Christian von Taeuffenbach,(0821) 993802
https://www.die-hills.com,Singoldstr. 17 c 86165 Augsburg (Lechhausen),agentur@die-hills.com,HILL designs,(0821) 3179503
http://www.it-sachverstaendiger-dr-korb.de,Memelweg 5 86167 Augsburg (Lechhausen),ulf-guenther.korb@hs-augsburg.de,Prof. Dr. Korb,(0821) 2722795
http://www.sos-computer.info,Meraner Str. 28 86165 Augsburg (Lechhausen),kontakt@sos-computer.info,SOSComputer S. Wagner,(0821) 8107771
https://helpdesk.idk-net.de,Schißlerstr. 14 86154 Augsburg (Oberhausen),info@idk.biz,EDV Gröger,(0821) 29829290
http://www.conopservice.de,Hermanstr. 3 86150 Augsburg (Innenstadt),info@conop-lohn.de,conop lohn GmbH,(0821) 455786-0
https://www.keepbit.de,Brixener Str. 8 86165 Augsburg (Lechhausen),service@keepbit.de,keepbit SOLUTION GmbH IT-Servicedienstleistungen,(0821) 450444-0
https://www.pc-notdienst24.com,Philipp-Scheidemann-Str. 6 86199 Augsburg (Göggingen),kontakt@pc-notdienst24.com,EDV Service u. Notdienst EDV-Servicetechniker,(0821) 99821959
https://www.pc-notdienst24.com,Philipp-Scheidemann-Str. 6 86199 Augsburg (Göggingen),kontakt@pc-notdienst24.com,IT Service IT-Dienstleistungen,(0821) 5436765
https://www.augsburger-computerhilfe.de,Elisabethstr. 16 86167 Augsburg (Lechhausen),info@augsburger-computerhilfe.de,Markus Brunner IT-Dienstleistungen IT- und PC-Technik,(0821) 57085430
https://xitaso.com,Austr. 35 86153 Augsburg (Innenstadt),info@xitaso.com,Xitaso GmbH,(0821) 88588200
undefined,Ludwig-Thoma-Str. 39 86157 Augsburg (Pfersee),s.kerstan@sekcomputer.de,SEK Computer Sebastian Kerstan,(0821) 22939475
https://www.boxcryptor.com,Werner-von-Siemens-Str. 6 86159 Augsburg (Hochfeld),aw@secomba.com,Secomba GmbH,(0821) 90786150
https://www.softwaretechnik-keil.de,Am Webereck 10 b 86157 Augsburg (Pfersee),kontakt@softwaretechnik-keil.de,Softwaretechnik Keil,(0176) 60958916
http://www.mt-edv.de,Otto-Lindenmeyer-Str. 28 86153 Augsburg (Innenstadt),info@mt-edv.de,Maximilian Tietz MT EDV Dienstleistungen,(0178) 1660323
undefined,Ulmer Str. 25 a 86154 Augsburg (Oberhausen),rekonstruktionsbuero@aktenrescue.de,Rekonstruktionsbüro Aktenrescue.de,(0821) 4180833
https://www.idh-online.com,Äußere Uferstr. 19 86154 Augsburg (Oberhausen),info@idh-online.com,IT Dienstleistung & Handel IDH GmbH Büro Augsburg,(0821) 50891497
https://catulize.de,Am Mittleren Moos 86167 Augsburg (Lechhausen),info@catulize.de,Catulize-IT Nalbant,(0821) 43066343
http://www.edv-ellwanger.de,Scharnitzer Weg 3 86163 Augsburg (Hochzoll),info@edv-ellwanger.de,EDV-Service Ellwanger,(0821) 2629704
https://setbit.de,Donauwörther Str. 122 c 86154 Augsburg (Oberhausen),kontakt@setbit.de,SETBIT IT SERVICE,(0821) 4306440
https://www.hibix-systems.de,Hörbrotstr. 2 86150 Augsburg (Innenstadt),matthias.wagner@hibix-systems.de,HIBIX Systmens,(0821) 4865772
http://www.pc-notdienst24.com,Philipp-Scheidemann-Str. 6 86199 Augsburg (Göggingen),kontakt@pc-notdienst24.com,Computer Ambulanz Computerhomeservice,(0821) 5434043
http://www.abacado.com,Watzmannstr. 1 86163 Augsburg (Hochzoll),info@abacado.com,abacado IT Services für Privatkunden,(0821) 99983777
https://www.kutzschbach.de,Bergiusstr. 13 86199 Augsburg (Göggingen),info@k-innovations.de,Kutzschbach INNOVATIONS GmbH IT-Dienstleistung,(0821) 71032
https://catulize.de,Stuttgarter Str. 86154 Augsburg (Oberhausen),info@catulize.de,Catulize-IT,(0821) 20835040
https://jkel.io,86154 Augsburg,info@leon-jaekel.com,Leon Jäkel Informatiker,(0821) 24619705
https://kisaugsburg.de,Augsburger Str. 18 86157 Augsburg (Pfersee),info@kisaugsburg.de,KIS | IT-Service / Computerservice,(0821) 9998333
https://edv-hefner.de,Linke Brandstr. 52 86167 Augsburg (Lechhausen),info@edv-hefner.de,EDV-Hefner,(0821) 74738031
http://www.mdctec-systems.de,Provinostr. 52 86153 Augsburg (Innenstadt),info@mdctec.com,MDCTec Systems GmbH,(0821) 4554910
undefined,Beim Glaspalast 1 86153 Augsburg (Innenstadt),info@alphadv.de,Alpha Datenverarbeitungs GmbH,Telefonnummer hinzufügen
http://www.bravo-ug.de,Paradiesgäßchen 4 86152 Augsburg (Innenstadt),info@bravo-ug.de,Roswitha Brandt braVO-ug (haftungsbeschränkt) i. g.,(0821) 45070085
https://pc-notdienst24.com,Philipp-Scheidemann-Str. 6 86199 Augsburg (Göggingen),kontakt@pc-notdienst24.com,PC Service u. Notdienst PC-Reparaturservice,(0821) 99821971
https://www.ausecus.com,Werner-von-Siemens-Str. 6 86159 Augsburg (Hochfeld),info@ausecus.com,ausecus GmbH,(0821) 207097-0
http://www.revivemac.de,Hirblinger Str. 257 1/2 86156 Augsburg (Bärenkeller),info@revivemac.de,"Revive Mac - Wasserschaden, Gerät irreparabel? Mac reperatur Augsburg",(0174) 1635996
undefined,Kurzes Geländ 6 a 86156 Augsburg (Kriegshaber),anfrage@it-roesner.de,It-solutions Rösner,(0821) 45566595
https://www.fujitsu.com/de/,Bürgermeister-Ulrich-Str. 100 86199 Augsburg (Göggingen),testcenter@ts.fujitsu.com,Fujitsu Technology Solutions GmbH IT-Dienstleistung,(0821) 804-0
http://www.elektroinnung.org,Eschenhofstr. 57 86154 Augsburg (Oberhausen),info@elektroinnung.org,Innung für Elektro- und Informationstechnik Augsburg,(0821) 412031
http://www.domdata.de,Deutschenbaurstr. 39 86157 Augsburg (Pfersee),info@domdata.de,DomData GmbH Repräsentanz Süd,(0821) 5214595
https://www.part.de,Unterer Talweg 46 86179 Augsburg (Haunstetten),info@part.de,PART Partner für Kommunikationssysteme Businesssolution GmbH,(0821) 80800
https://www.akdb.de,Im Tal 14 86179 Augsburg (Haunstetten),mailbox@akdb.de,Anstalt für Kommunale Datenverarbeitung in Bayern,(0821) 80849-0
http://www.dokument.com,Kurzes Geländ 6 86156 Augsburg (Kriegshaber),info@dokument.com,CCC City Computer Contor GmbH Dokument Management,(0821) 25787-11
http://www.cpsys.de,Maximilianstr. 9 86150 Augsburg (Innenstadt),info@cpsys.de,C & P Systemlösung GmbH,(0821) 3496600
http://www.icuprofiles.net,Am Mittleren Moos 48 A 86167 Augsburg (Lechhausen),teamicu@icuprofiles.net,ICU profiles GmbH,(0821) 7473551
http://www.pc-notdienst-augsburg.de,Rosengasse 12 86152 Augsburg (Innenstadt),ch.bruder@gmx.de,Augsburger PC-Notdienst,(0179) 5248525
